5.220372677107794956e+00,-5.605618622229326942e-01,-1.826803216913222228e+00
5.211512235938487336e+00,-5.138416657423754419e-01,-1.782094506980673509e+00
5.193535400456562812e+00,-4.352775242193248628e-01,-1.710160464842146899e+00
5.177372300446680953e+00,-3.652605716761720966e-01,-1.541723147658376369e+00
5.179923757206611690e+00,-3.227362856534767843e-01,-1.503123254919718210e+00
5.178198665785755495e+00,-2.849449639776077126e-01,-1.770051239542434596e+00
4.304010556088583961e+00,-3.779554839134944277e-01,-1.133392273768163649e+00
4.225072543892555821e+00,-4.999753515180500041e-01,-1.150867655663827760e+00
4.545937265080670642e+00,-3.853380881836795946e-01,-1.277509623055110399e+00
4.470048098522981128e+00,-4.157805975847301272e-01,-1.145429583371617710e+00
4.390217348199564995e+00,-4.610805745419850332e-01,-1.046225781986389380e+00
4.312068316701507698e+00,-5.152754300896312811e-01,-1.037675368481246085e+00
4.239307492056263449e+00,-5.220472434364563652e-01,-1.117524493470020364e+00
4.232644914551764614e+00,-1.711336699260166960e-01,-5.887460586944222030e-01
4.111823335543697944e+00,-1.987240062102399729e-01,-4.914641052878121474e-01
3.931981224166111843e+00,-7.977622141004038492e-02,-3.711439616751390641e-02
3.887154742527112017e+00,-7.659460048084680561e-02,-2.082455294582736260e-01
3.836232382528530493e+00,-1.454061140267813856e-01,-9.083447015750529818e-01
3.770942842349250590e+00,-1.603134187295784663e-01,-8.657884183724388061e-01
3.956596232063052554e+00,-2.983724945780077409e-01,-5.479495031573734520e-01
3.966205334198648291e+00,-2.346485537448349534e-01,-6.150786213792261981e-01
3.984563680007919384e+00,-1.862242963199023105e-01,-6.148875052724949164e-01
3.984175538922205995e+00,-1.449206990027566144e-01,-6.515409717094531317e-01
3.963405451518535294e+00,-1.148553482962460792e-01,-6.965061174324388427e-01
3.862316521940261094e+00,2.544083833236981951e-03,-8.343027545905864484e-01
3.918550195996071128e+00,-3.355870408150606141e-03,-8.853860930656928252e-01
3.952807178806665878e+00,3.932826178938561394e-03,-7.515936971212855422e-01
3.991811175225571162e+00,5.227796494465475341e-03,-6.631419123034963947e-01
4.032741746368134983e+00,-2.137826278662424001e-02,-6.539494728435308879e-01
4.056270096866694708e+00,-6.463497674245897995e-02,-6.520108279457875744e-01
4.059859344803197878e+00,-1.150777784283402022e-01,-5.562826573887800219e-01
4.389847820240274423e+00,-5.168380129267189371e-01,-1.389613820183578374e+00
4.399050786969562310e+00,-5.659779380941982740e-01,-1.380138026635542969e+00
4.405686716186965945e+00,-5.998671980916580049e-01,-1.276483021147290176e+00
4.401548872243790100e+00,-6.196170474584556942e-01,-1.187531459594529437e+00
4.401350732942706401e+00,-6.111909118563738641e-01,-1.147819108972069735e+00
4.405807525097137578e+00,-5.705359304384567398e-01,-1.190221426175716690e+00
3.963662326930379454e+00,-3.623032333081277478e-01,-2.143856696744541601e-01
3.893455877757632688e+00,-3.766398029566739303e-01,-1.901160206617003301e-01
3.772748893188373032e+00,-3.501286657276959646e-01,-1.788327044352242268e-01
