4.393041337472604724e+00,-6.381616323015100178e-01,-1.648401723349748993e+00,4.010239287724659540e+00,-2.328049549721592226e-01,-1.039844111166015050e+00
4.401512932750216045e+00,-6.350593176761051284e-01,-1.719978462651917450e+00,4.000463773277913582e+00,-2.142826721584646932e-01,-1.039443690978781420e+00
4.415784193834329407e+00,-6.336385985044202807e-01,-1.900393621094549346e+00,3.973865685904010459e+00,-1.685520907640950528e-01,-8.800918231405597814e-01
4.431114326621130139e+00,-6.484619169511214309e-01,-2.180259084109698264e+00,3.950580653009599263e+00,-1.147070338856817084e-01,-8.633875628338559816e-01
4.454267528186657721e+00,-6.769077752503140921e-01,-1.848249467340561170e+00,3.943071908786173640e+00,-6.964865258096923639e-02,-7.541812247861074958e-01
4.448965208525508253e+00,-7.113904351169321183e-01,-1.669765678473190684e+00,3.970606991464445290e+00,-2.842034140752984495e-02,-6.056273210912989091e-01
4.586181541408183904e+00,-4.451333140645445385e-01,-1.616433665035779121e+00,4.842529926543296170e+00,-3.563212820068822895e-01,-1.561149869409475865e+00
4.587800941289423839e+00,-4.349325932811044515e-01,-1.723279684536425549e+00,4.895948142721577412e+00,-3.500969286506012690e-01,-1.584608646594175330e+00
4.390342109259654180e+00,-4.210084771101365586e-01,-1.696913645752480937e+00,4.672969499800645465e+00,-2.633713043667940124e-01,-1.300325394269469248e+00
4.349089662676351331e+00,-3.972667803720272284e-01,-1.688115987085035741e+00,4.709238637629027835e+00,-3.012313930977987275e-01,-1.376201799707184481e+00
4.352627489551728956e+00,-3.560918373154297045e-01,-2.226233138157532210e+00,4.740211084286804599e+00,-3.546805198219918909e-01,-1.422936936532219088e+00
4.336245967832493164e+00,-3.500002345385948010e-01,-1.729477495078352911e+00,4.765422922069225464e+00,-4.229670720553582175e-01,-1.442199147182540830e+00
4.310328377259621035e+00,-4.420544150605776323e-01,-1.996538936533231778e+00,4.775639475339326978e+00,-4.775338289216842780e-01,-1.432307244175336614e+00
4.314193976793732510e+00,-3.700766536434982323e-01,-2.320438858582007935e+00,4.659250813596192309e+00,-4.623825401112322542e-01,-1.336934683641084476e+00
4.389571753278810995e+00,-4.074113963493332102e-01,-2.023395084866604243e+00,4.639754480637441780e+00,-4.300888518776813663e-01,-1.384652900300496370e+00
4.369002362342959245e+00,-2.283792489375502666e-01,-1.899270719301897392e+00,4.687551462849962824e+00,-3.762057284395944889e-01,-1.362807433496678211e+00
4.362880600239313900e+00,-2.586207643931776046e-01,-1.753632287866311978e+00,4.630674240815052300e+00,-2.526698211560526319e-01,-1.252834340853715700e+00
4.359927047618369578e+00,-3.475611760358204294e-01,-1.820215832132421774e+00,4.586945534331489327e+00,-1.716358444499928582e-01,-1.247083791842213296e+00
4.378000951835095300e+00,-5.256749914114132727e-01,-1.823391791408498719e+00,4.562156682257740847e+00,-1.272847027355135940e-01,-1.183378238812179628e+00
4.194455026274170883e+00,-7.923408629122825619e-01,-9.356950966662291869e-01,3.974104336000075399e+00,4.876183008132336377e-02,-1.293886710343535862e-01
4.264207243401120451e+00,-6.604442277236964864e-01,-9.902213011878100435e-01,3.816804816857355842e+00,1.478988202869278012e-01,3.143656499827413714e-02
4.363937178970809683e+00,-5.816518602988893782e-01,-1.370652005237881887e+00,3.782803564236629335e+00,1.556939017739051301e-01,1.741363104672492834e-01
4.437598426575427801e+00,-5.370129885143390958e-01,-1.842471140138645547e+00,3.790832474901713489e+00,6.931598169622472938e-02,2.371033202813239149e-01
4.484536858035596651e+00,-4.937004136610105842e-01,-1.796299674484679088e+00,3.809935215940823294e+00,7.621672910020738101e-02,2.864541818782982419e-01
