4.183087079991751445e+00,-3.664910993558359031e-01,-1.457006733952021404e+00,4.346433060789954617e+00,-6.780728393803526766e-01,-1.531998261620158841e+00
4.164256032499213056e+00,-3.726313778894835838e-01,-1.420391422721662522e+00,4.360303171775369968e+00,-6.721388959231664462e-01,-1.484346562873062547e+00
4.145096778232885804e+00,-3.760007546513301491e-01,-1.476283740655102816e+00,4.373335080999208202e+00,-6.903678943124423872e-01,-1.322779862906679371e+00
4.171100153548571221e+00,-3.386978193970737738e-01,-1.511777345742080003e+00,4.349377724375219856e+00,-6.851675278513451595e-01,-1.140593730405661699e+00
4.238475372484391990e+00,-3.027890575246096061e-01,-1.759194519135353296e+00,4.248427575309951187e+00,-6.066941950778167447e-01,-1.104011845270613579e+00
4.294672949774466453e+00,-2.759072800800476677e-01,-1.713131314108152337e+00,4.087049166697216407e+00,-4.690169401395226090e-01,-9.017564712225696333e-01
3.193077666672206938e+00,1.007463034049556200e-01,2.592291103293824575e-02,3.495827107261808564e+00,9.798960221068646337e-02,2.030918125521243289e-01
3.295725453592651455e+00,1.627403638698982427e-02,-1.321603267753238276e-01,3.555699774987084449e+00,9.461925617638321240e-02,2.218665932716371303e-01
3.687850751518531034e+00,-1.106594525403379603e-01,-5.292239742786541967e-01,4.024956923542275966e+00,-2.262691169980446393e-01,-1.776137897537170274e-01
3.625950876393946753e+00,-9.731916600820689212e-02,-7.416631173704888447e-01,4.157763330880444919e+00,-4.254500660374940790e-01,-3.813308045421384129e-01
3.555798298744504482e+00,-1.056973961244721955e-01,-7.400744759195881928e-01,4.245079353871973105e+00,-5.622657955862040424e-01,-5.824464592775318028e-01
3.461294728737914994e+00,-1.111677146450461423e-01,-6.760653825745547296e-01,4.293982044876017312e+00,-6.248629365629233545e-01,-9.200449727339368167e-01
3.342698153707083897e+00,-6.961422852891355206e-02,-8.229851124194871304e-01,4.306036632441609946e+00,-5.640439231891296590e-01,-1.298994130993130769e+00
3.542370176037558771e+00,-4.693116218900549724e-02,-1.062222658437494749e+00,4.410546841270115870e+00,-4.607842045568674716e-01,-1.471112407144984369e+00
3.378175802049928400e+00,1.336717443911427002e-02,-3.533813163767179910e-01,4.455081289881558604e+00,-4.700952723320980242e-01,-1.536571534760280855e+00
3.492672521741674974e+00,-6.713375930962140435e-03,5.866353303870559116e-02,4.227635136906884306e+00,-2.907282550681452027e-01,-1.010343023804548102e+00
3.377479721024371884e+00,2.440263793302256592e-03,2.519474720411796209e-01,4.221317044418677611e+00,-1.866105685442109030e-01,-7.346602431351706430e-01
3.324085582362720892e+00,1.416338771598552870e-01,4.125495211373805815e-02,4.194080001079706577e+00,-9.258944282768168110e-02,-4.194771949826839319e-01
3.333237990729074784e+00,9.342123099502823436e-02,-4.317115189295026023e-01,4.135747167167870941e+00,-1.027546752207238526e-02,-2.958627711256163750e-01
3.328879210484307460e+00,-8.945179737118490182e-02,-1.128851668178921130e+00,4.455971691955247671e+00,-3.859726729704309189e-01,-9.146881486966385033e-01
3.485237339366835219e+00,-1.657974837073370455e-01,-1.351520804720544033e+00,4.417292762762186520e+00,-3.734971054519701794e-01,-4.866120932541528332e-01
3.572206951113428008e+00,-2.569340810564560984e-01,-1.293429753314979003e+00,4.390733003318342043e+00,-3.675769509272068247e-01,-2.088347158082279609e-01
3.627964823443435627e+00,-3.513738799520705891e-01,-1.436189385282564013e+00,4.397918611245098752e+00,-4.731021924669359113e-01,-8.504586722920947084e-01
3.709569564099591155e+00,-4.075476128537758314e-01,-1.013232837894990856e+00,4.438318950101080240e+00,-4.334567174995281325e-01,-7.472251375019590691e-01
4.139764711629905669e+00,-3.281888882399125462e-01,-1.361814507222542714e+00,4.558417596393779192e+00,-5.679843145591418896e-01,-1.032691225642116795e+00
4.281121813380570629e+00,-3.879238597292218316e-01,-1.416578754304915311e+00,4.587452541351563440e+00,-5.970142746132037770e-01,-1.386684370486900741e+00
4.408250806950869460e+00,-4.326388098121880521e-01,-1.282172872403379627e+00,4.620573647159060826e+00,-6.259719940968652141e-01,-1.434469775862538876e+00
4.494268311238949209e+00,-4.376788278193509130e-01,-1.386933040432079656e+00,4.633728714281514449e+00,-6.351040043904049304e-01,-1.471838309514775789e+00
4.546667749066816810e+00,-4.153501301160835157e-01,-1.478599165000405558e+00,4.622421933779435221e+00,-6.329603439109844354e-01,-1.453364214540408650e+00
4.575730723055072779e+00,-4.062761468455347025e-01,-1.424278644440124530e+00,4.616755036363028530e+00,-6.423634224631949996e-01,-1.485818855221860968e+00
4.583902444012089461e+00,-4.069569447162497133e-01,-1.439732397329069657e+00,4.617868806868476561e+00,-6.537406072495939302e-01,-1.594069875658510993e+00
4.606717719002939582e+00,-4.333943383074936317e-01,-1.415891179709497960e+00,4.355022704646628995e+00,-6.996096695215032746e-01,-9.311058700751807526e-01
4.587096948970144972e+00,-4.124922870298604605e-01,-1.341035523712339694e+00,4.376328122383580599e+00,-6.344379458173559083e-01,-1.019700621686013831e+00
4.559571669146123440e+00,-3.832070331641026506e-01,-1.304953160043177407e+00,4.404888376952277973e+00,-5.440422111461646892e-01,-1.130482981121529784e+00
4.526859300438424327e+00,-3.567250622726182430e-01,-1.324896018289204003e+00,4.439208313336392209e+00,-5.171665540056523680e-01,-1.239017407223355738e+00
4.485594047380011773e+00,-3.474439663829793079e-01,-1.563706500756192330e+00,4.466757164736622876e+00,-5.474777675379570718e-01,-1.344638428495174898e+00
4.439399060907560646e+00,-3.381454183666356417e-01,-1.654378738752875000e+00,4.483287926099857934e+00,-6.318012141352761235e-01,-1.487379792313195503e+00
4.315802334528898498e+00,-4.163588048514220707e-01,-1.356681162685499542e+00,4.509738736242132617e+00,-5.162785798831194262e-01,-1.428204708503515219e+00
4.261873424663116694e+00,-3.910704948572837902e-01,-1.226101911949769363e+00,4.538780144633424385e+00,-6.010364573410765798e-01,-1.572587964434380980e+00
4.204067844882577454e+00,-3.369260355221881387e-01,-1.134680298121958364e+00,4.568621906374647601e+00,-7.013467765095567907e-01,-1.652381261950422120e+00
4.110754488632789361e+00,-2.751297075457883601e-01,-1.124552742966392183e+00,4.576973381580891953e+00,-7.791779441243047444e-01,-1.677875802553011830e+00
